序号,简体,繁体,异体,日文
1288,雨,雨,雨,雨
1289,语,語,语,語
1290,元,元,元,元
1291,远,遠,远,遠
1292,院,院,院,院
1293,月,月,月,月
1294,云,雲,云,雲
1295,运,運,运,運
1296,再,再,再,再
1297,在,在,在,在
1298,早,早,早,早
1299,怎,怎,怎,怎
1300,增,增,增,増
1301,展,展,展,展
1302,站,站,站,站
1303,张,張,张,張
1304,长,長,长,長
1305,找,找,找,找
1306,这,這,这,這
1307,真,真,真,真
1308,正,正,正,正
1309,知,知,知,知
1310,之,之,之,之
1311,只,只,只,只
1312,指,指,指,指
1313,至,至,至,至
1314,志,志,志,志
1315,中,中,中,中
1316,种,種,种,種
1317,重,重,重,重
1318,主,主,主,主
1319,住,住,住,住
1320,子,子,子,子
1321,自,自,自,自
1322,字,字,字,字
1323,走,走,走,走
1324,组,組,组,組
1325,最,最,最,最
1326,作,作,作,作
1327,左,左,左,左
1328,右,右,右,右
1329,本,本,本,本
1330,表,表,表,表
1331,标,標,标,標
1332,步,步,步,歩
1333,部,部,部,部
1334,才,才,才,才
1335,彩,彩,彩,彩
1336,菜,菜,菜,菜
1337,参,參,参,参
1338,草,草,草,草
1339,层,層,层,層
1340,察,察,察,察
1341,差,差,差,差
1342,常,常,常,常
1343,场,場,场,場
1344,唱,唱,唱,唱
1345,朝,朝,朝,朝
1346,陈,陳,陈,陳
1347,称,稱,称,称
1348,城,城,城,城
1349,程,程,程,程
1350,吃,吃,吃,吃
1351,持,持,持,持
1352,充,充,充,充
1353,初,初,初,初
1354,除,除,除,除
1355,楚,楚,楚,楚
1356,处,處,处,処
1357,川,川,川,川
1358,船,船,船,船
1359,窗,窗,窗,窓
1360,春,春,春,春
1361,词,詞,词,詞
1362,次,次,次,次
1363,从,從,从,従
1364,村,村,村,村
1365,存,存,存,存
1366,错,錯,错,錯
1367,答,答,答,答
1368,打,打,打,打
1369,大,大,大,大
1370,代,代,代,代
1371,带,帶,带,帯
1372,单,單,单,単
1373,但,但,但,但
1374,当,當,当,当
1375,党,黨,党,党
1376,道,道,道,道
1377,德,德,德,徳
1378,等,等,等,等
1379,低,低,低,低
1380,敌,敵,敌,敵
1381,底,底,底,底
1382,地,地,地,地
1383,第,第,第,第
1384,点,點,点,点
1385,电,電,电,電
1386,调,調,调,調
1387,定,定,定,定
1388,东,東,东,東
1389,冬,冬,冬,冬
1390,动,動,动,動
1391,都,都,都,都
1392,读,讀,读,読
1393,度,度,度,度
1394,段,段,段,段
1395,对,對,对,対
1396,多,多,多,多
1397,而,而,而,而
1398,儿,兒,儿,児
1399,尔,爾,尔,爾
1400,二,二,二,二
1401,发,發,发,発
1402,法,法,法,法
1403,反,反,反,反
1404,方,方,方,方
1405,放,放,放,放
1406,飞,飛,飞,飛
1407,非,非,非,非
1408,分,分,分,分
1409,份,份,份,份
1410,风,風,风,風
1411,夫,夫,夫,夫
1412,服,服,服,服
1413,福,福,福,福
1414,府,府,府,府
1415,父,父,父,父
1416,付,付,付,付
1417,妇,婦,妇,婦
1418,复,復,复,復
1419,该,該,该,該
1420,改,改,改,改
1421,干,乾,干,干
1422,感,感,感,感
1423,刚,剛,刚,剛
1424,高,高,高,高
1425,告,告,告,告
1426,哥,哥,哥,哥
1427,歌,歌,歌,歌
1428,革,革,革,革
1429,格,格,格,格
1430,个,個,个,個
1431,各,各,各,各
1432,给,給,给,給
1433,根,根,根,根
1434,跟,跟,跟,跟
1435,更,更,更,更
1436,工,工,工,工
1437,公,公,公,公
1438,功,功,功,功
1439,共,共,共,共
1440,够,夠,够,够
1441,姑,姑,姑,姑
1442,古,古,古,古
1443,故,故,故,故
1444,顾,顧,顾,顧
1445,关,關,关,関
1446,观,觀,观,観
1447,官,官,官,官
1448,管,管,管,管
1449,光,光,光,光
1450,广,廣,广,広
1451,规,規,规,規
1452,国,國,国,国
1453,果,果,果,果
1454,过,過,过,過
1455,海,海,海,海
1456,害,害,害,害
1457,好,好,好,好
1458,号,號,号,号
1459,河,河,河,河
1460,和,和,和,和
1461,合,合,合,合
1462,何,何,何,何
1463,黑,黑,黑,黒
1464,很,很,很,很
1465,红,紅,红,紅
1466,后,後,后,後
1467,候,候,候,候
1468,花,花,花,花
1469,华,華,华,華
1470,画,畫,画,画
1471,划,劃,划,劃
1472,化,化,化,化
1473,话,話,话,話
1474,还,還,还,還
1475,回,回,回,回
1476,会,會,会,会
1477,活,活,活,活
1478,火,火,火,火
1479,机,機,机,機
1480,基,基,基,基
1481,及,及,及,及
1482,级,級,级,級
1483,极,極,极,極
1484,几,幾,几,幾
1485,己,己,己,己
1486,记,記,记,記
1487,计,計,计,計
1488,家,家,家,家
1489,加,加,加,加
1490,间,間,间,間
1491,件,件,件,件
1492,见,見,见,見
1493,建,建,建,建
1494,将,將,将,将
1495,江,江,江,江
1496,教,教,教,教
1497,交,交,交,交
1498,角,角,角,角
1499,叫,叫,叫,叫
1500,节,節,节,節
1501,结,結,结,結
1502,解,解,解,解
1503,界,界,界,界
1504,今,今,今,今
1505,金,金,金,金
1506,紧,緊,紧,緊
1507,进,進,进,進
1508,近,近,近,近
1509,京,京,京,京
1510,经,經,经,経
1511,精,精,精,精
1512,九,九,九,九
1513,就,就,就,就
1514,旧,舊,旧,旧
1515,军,軍,军,軍
1516,开,開,开,開
1517,看,看,看,看
1518,科,科,科,科
1519,可,可,可,可
1520,客,客,客,客
1521,课,課,课,課
1522,空,空,空,空
1523,口,口,口,口
1524,苦,苦,苦,苦
1525,快,快,快,快
1526,拉,拉,拉,拉
1527,来,來,来,来
1528,老,老,老,老
1529,乐,樂,乐,楽
1530,了,了,了,了
1531,类,類,类,類
1532,里,裏,里,裏
1533,力,力,力,力
1534,立,立,立,立
1535,利,利,利,利
1536,例,例,例,例
1537,联,聯,联,聯
1538,连,連,连,連
1539,两,兩,两,両
1540,量,量,量,量
1541,林,林,林,林
1542,领,領,领,領
1543,令,令,令,令
1544,流,流,流,流
1545,六,六,六,六
1546,龙,龍,龙,竜
1547,路,路,路,路
1548,论,論,论,論
1549,妈,媽,妈,媽
1550,马,馬,马,馬
1551,吗,嗎,吗,嗎
1552,买,買,买,買
1553,满,滿,满,満
1554,么,麼,么,麼
1555,没,沒,没,没
1556,每,每,每,每
1557,门,門,门,門
1558,们,們,们,們
1559,米,米,米,米
1560,面,面,面,面
1561,民,民,民,民
1562,名,名,名,名
1563,明,明,明,明
1564,目,目,目,目
1565,那,那,那,那
1566,难,難,难,難
1567,你,你,你,你
1568,年,年,年,年
1569,念,念,念,念
1570,牛,牛,牛,牛
1571,农,農,农,農
1572,女,女,女,女
1573,跑,跑,跑,跑
1574,朋,朋,朋,朋
1575,皮,皮,皮,皮
1576,片,片,片,片
1577,品,品,品,品
1578,平,平,平,平
1579,七,七,七,七
1580,期,期,期,期
1581,起,起,起,起
1582,气,氣,气,気
1583,千,千,千,千
1584,前,前,前,前
1585,钱,錢,钱,銭
1586,强,強,强,強
1587,且,且,且,且
1588,亲,親,亲,親
1589,青,青,青,青
1590,清,清,清,清
1591,情,情,情,情
1592,秋,秋,秋,秋
1593,去,去,去,去
1594,全,全,全,全
1595,然,然,然,然
1596,让,讓,让,譲
1597,人,人,人,人
1598,任,任,任,任
1599,日,日,日,日
1600,容,容,容,容
1601,如,如,如,如
1602,三,三,三,三
1603,色,色,色,色
1604,山,山,山,山
1605,上,上,上,上
1606,少,少,少,少
1607,社,社,社,社
1608,设,設,设,設
1609,身,身,身,身
1610,什,什,什,什
1611,生,生,生,生
1612,师,師,师,師
1613,十,十,十,十
1614,时,時,时,時
1615,识,識,识,識
1616,实,實,实,実
1617,食,食,食,食
1618,史,史,史,史
1619,使,使,使,使
1620,世,世,世,世
1621,事,事,事,事
1622,是,是,是,是
1623,市,市,市,市
1624,示,示,示,示
1625,式,式,式,式
1626,室,室,室,室
1627,手,手,手,手
1628,首,首,首,首
1629,受,受,受,受
1630,书,書,书,書
1631,术,術,术,術
1632,数,數,数,数
1633,树,樹,树,樹
1634,双,雙,双,双
1635,水,水,水,水
1636,说,說,说,説
1637,思,思,思,思
1638,司,司,司,司
1639,四,四,四,四
1640,送,送,送,送
1641,诉,訴,诉,訴
1642,速,速,速,速
1643,岁,歲,岁,歳
1644,他,他,他,他
1645,它,它,它,它
1646,太,太,太,太
1647,提,提,提,提
1648,体,體,体,体
1649,天,天,天,天
1650,条,條,条,条
1651,听,聽,听,聴
1652,通,通,通,通
1653,同,同,同,同
1654,头,頭,头,頭
1655,土,土,土,土
1656,外,外,外,外
1657,完,完,完,完
1658,万,萬,万,万
1659,王,王,王,王
1660,网,網,网,網
1661,为,為,为,為
1662,位,位,位,位
1663,文,文,文,文
1664,我,我,我,我
1665,无,無,无,無
1666,五,五,五,五
1667,西,西,西,西
1668,习,習,习,習
1669,系,系統,系,系
1670,下,下,下,下
1671,先,先,先,先
1672,现,現,现,現
1673,相,相,相,相
1674,想,想,想,想
1675,向,向,向,向
1676,象,象,象,象
1677,小,小,小,小
1678,校,校,校,校
1679,些,些,些,些
1680,写,寫,写,写
1681,谢,謝,谢,謝
1682,心,心,心,心
1683,新,新,新,新
1684,信,信,信,信
1685,兴,興,兴,興
1686,星,星,星,星
1687,行,行,行,行
1688,形,形,形,形
1689,性,性,性,性
1690,休,休,休,休
1691,须,須,须,須
1692,学,學,学,学
1693,言,言,言,言
1694,研,研,研,研
1695,阳,陽,阳,陽
1696,样,樣,样,様
1697,要,要,要,要
1698,也,也,也,也
1699,业,業,业,業
1700,页,頁,页,頁
1701,一,一,一,一
1702,医,醫,医,医
1703,已,已,已,已
1704,以,以,以,以
1705,意,意,意,意
1706,义,義,义,義
1707,因,因,因,因
1708,阴,陰,阴,陰
1709,应,應,应,応
1710,用,用,用,用
1711,由,由,由,由
1712,有,有,有,有
1713,又,又,又,又
1714,于,於,于,於
1715,鱼,魚,鱼,魚
1716,雨,雨,雨,雨
1717,语,語,语,語
1718,元,元,元,元
1719,远,遠,远,遠
1720,院,院,院,院
1721,月,月,月,月
1722,云,雲,云,雲
1723,运,運,运,運
1724,再,再,再,再
1725,在,在,在,在
1726,早,早,早,早
1727,怎,怎,怎,怎
1728,增,增,增,増
1729,展,展,展,展
1730,站,站,站,站
1731,张,張,张,張
1732,长,長,长,長
1733,找,找,找,找
1734,这,這,这,這
1735,真,真,真,真
1736,正,正,正,正
1737,知,知,知,知
1738,之,之,之,之
1739,只,只,只,只
1740,指,指,指,指
1741,至,至,至,至
1742,志,志,志,志
1743,中,中,中,中
1744,种,種,种,種
1745,重,重,重,重
1746,主,主,主,主
1747,住,住,住,住
1748,子,子,子,子
1749,自,自,自,自
1750,字,字,字,字
1751,走,走,走,走
1752,组,組,组,組
1753,最,最,最,最
1754,作,作,作,作
1755,左,左,左,左
1756,右,右,右,右
1757,本,本,本,本
1758,表,表,表,表
1759,标,標,标,標
1760,步,步,步,歩
1761,部,部,部,部
1762,才,才,才,才
1763,彩,彩,彩,彩
1764,菜,菜,菜,菜
1765,参,參,参,参
1766,草,草,草,草
1767,层,層,层,層
1768,察,察,察,察
1769,差,差,差,差
1770,常,常,常,常
1771,场,場,场,場
1772,唱,唱,唱,唱
1773,朝,朝,朝,朝
1774,陈,陳,陈,陳
1775,称,稱,称,称
1776,城,城,城,城
1777,程,程,程,程
1778,吃,吃,吃,吃
1779,持,持,持,持
1780,充,充,充,充
1781,初,初,初,初
1782,除,除,除,除
1783,楚,楚,楚,楚
1784,处,處,处,処
1785,川,川,川,川
1786,船,船,船,船
1787,窗,窗,窗,窓
1788,春,春,春,春
1789,词,詞,词,詞
1790,次,次,次,次
1791,从,從,从,従
1792,村,村,村,村
1793,存,存,存,存
1794,错,錯,错,錯
1795,答,答,答,答
1796,打,打,打,打
1797,大,大,大,大
1798,代,代,代,代
1799,带,帶,带,帯
1800,单,單,单,単
1801,但,但,但,但
1802,当,當,当,当
1803,党,黨,党,党
1804,道,道,道,道
1805,德,德,德,徳
1806,等,等,等,等
1807,低,低,低,低
1808,敌,敵,敌,敵
1809,底,底,底,底
1810,地,地,地,地
1811,第,第,第,第
1812,点,點,点,点
1813,电,電,电,電
1814,调,調,调,調
1815,定,定,定,定
1816,东,東,东,東
1817,冬,冬,冬,冬
1818,动,動,动,動
1819,都,都,都,都
1820,读,讀,读,読
1821,度,度,度,度
1822,段,段,段,段
1823,对,對,对,対
1824,多,多,多,多
1825,而,而,而,而
1826,儿,兒,儿,児
1827,尔,爾,尔,爾
1828,二,二,二,二
1829,发,發,发,発
1830,法,法,法,法
1831,反,反,反,反
1832,方,方,方,方
1833,放,放,放,放
1834,飞,飛,飞,飛
1835,非,非,非,非
1836,分,分,分,分
1837,份,份,份,份
1838,风,風,风,風
1839,夫,夫,夫,夫
1840,服,服,服,服
1841,福,福,福,福
1842,府,府,府,府
1843,父,父,父,父
1844,付,付,付,付
1845,妇,婦,妇,婦
1846,复,復,复,復
1847,该,該,该,該
1848,改,改,改,改
1849,干,乾,干,干
1850,感,感,感,感
1851,刚,剛,刚,剛
1852,高,高,高,高
1853,告,告,告,告
1854,哥,哥,哥,哥
1855,歌,歌,歌,歌
1856,革,革,革,革
1857,格,格,格,格
1858,个,個,个,個
1859,各,各,各,各
1860,给,給,给,給
1861,根,根,根,根
1862,跟,跟,跟,跟
1863,更,更,更,更
1864,工,工,工,工
1865,公,公,公,公
1866,功,功,功,功
1867,共,共,共,共
1868,够,夠,够,够
1869,姑,姑,姑,姑
1870,古,古,古,古
1871,故,故,故,故
1872,顾,顧,顾,顧
1873,关,關,关,関
1874,观,觀,观,観
1875,官,官,官,官
1876,管,管,管,管
1877,光,光,光,光
1878,广,廣,广,広
1879,规,規,规,規
1880,国,國,国,国
1881,果,果,果,果
1882,过,過,过,過
1883,海,海,海,海
1884,害,害,害,害
1885,好,好,好,好
1886,号,號,号,号
1887,河,河,河,河
1888,和,和,和,和
1889,合,合,合,合
1890,何,何,何,何
1891,黑,黑,黑,黒
1892,很,很,很,很
1893,红,紅,红,紅
1894,后,後,后,後
1895,候,候,候,候
1896,花,花,花,花
1897,华,華,华,華
1898,画,畫,画,画
1899,划,劃,划,劃
1900,化,化,化,化
1901,话,話,话,話
1902,还,還,还,還
1903,回,回,回,回
1904,会,會,会,会
1905,活,活,活,活
1906,火,火,火,火
1907,机,機,机,機
1908,基,基,基,基
1909,及,及,及,及
1910,级,級,级,級
1911,极,極,极,極
1912,几,幾,几,幾
1913,己,己,己,己
1914,记,記,记,記
1915,计,計,计,計
1916,家,家,家,家
1917,加,加,加,加
1918,间,間,间,間
1919,件,件,件,件
1920,见,見,见,見
1921,建,建,建,建
1922,将,將,将,将
1923,江,江,江,江
1924,教,教,教,教
1925,交,交,交,交
1926,角,角,角,角
1927,叫,叫,叫,叫
1928,节,節,节,節
1929,结,結,结,結
1930,解,解,解,解
1931,界,界,界,界
1932,今,今,今,今
1933,金,金,金,金
1934,紧,緊,紧,緊
1935,进,進,进,進
1936,近,近,近,近
1937,京,京,京,京
1938,经,經,经,経
1939,精,精,精,精
1940,九,九,九,九
1941,就,就,就,就
1942,旧,舊,旧,旧
1943,军,軍,军,軍
1944,开,開,开,開
1945,看,看,看,看
1946,科,科,科,科
1947,可,可,可,可
1948,客,客,客,客
1949,课,課,课,課
1950,空,空,空,空
1951,口,口,口,口
1952,苦,苦,苦,苦
1953,快,快,快,快
1954,拉,拉,拉,拉
1955,来,來,来,来
1956,老,老,老,老
1957,乐,樂,乐,楽
1958,了,了,了,了
1959,类,類,类,類
1960,里,裏,里,裏
1961,力,力,力,力
1962,立,立,立,立
1963,利,利,利,利
1964,例,例,例,例
1965,联,聯,联,聯
1966,连,連,连,連
1967,两,兩,两,両
1968,量,量,量,量
1969,林,林,林,林
1970,领,領,领,領
1971,令,令,令,令
1972,流,流,流,流
1973,六,六,六,六
1974,龙,龍,龙,竜
1975,路,路,路,路
1976,论,論,论,論
1977,妈,媽,妈,媽
1978,马,馬,马,馬
1979,吗,嗎,吗,嗎
1980,买,買,买,買
1981,满,滿,满,満
1982,么,麼,么,麼
1983,没,沒,没,没
1984,每,每,每,每
1985,门,門,门,門
1986,们,們,们,們
1987,米,米,米,米
1988,面,面,面,面
1989,民,民,民,民
1990,名,名,名,名
1991,明,明,明,明
1992,目,目,目,目
1993,那,那,那,那
1994,难,難,难,難
1995,你,你,你,你
1996,年,年,年,年
1997,念,念,念,念
1998,牛,牛,牛,牛
1999,农,農,农,農
2000,女,女,女,女
2001,跑,跑,跑,跑
2002,朋,朋,朋,朋
2003,皮,皮,皮,皮
2004,片,片,片,片
2005,品,品,品,品
2006,平,平,平,平
2007,七,七,七,七
2008,期,期,期,期
2009,起,起,起,起
2010,气,氣,气,気
2011,千,千,千,千
2012,前,前,前,前
2013,钱,錢,钱,銭
2014,强,強,强,強
2015,且,且,且,且
2016,亲,親,亲,親
2017,青,青,青,青
2018,清,清,清,清
2019,情,情,情,情
2020,秋,秋,秋,秋
2021,去,去,去,去
2022,全,全,全,全
2023,然,然,然,然
2024,让,讓,让,譲
2025,人,人,人,人
2026,任,任,任,任
2027,日,日,日,日
2028,容,容,容,容
2029,如,如,如,如
2030,三,三,三,三
2031,色,色,色,色
2032,山,山,山,山
2033,上,上,上,上
2034,少,少,少,少
2035,社,社,社,社
2036,设,設,设,設
2037,身,身,身,身
2038,什,什,什,什
2039,生,生,生,生
2040,师,師,师,師
2041,十,十,十,十
2042,时,時,时,時
2043,识,識,识,識
2044,实,實,实,実
2045,食,食,食,食
2046,史,史,史,史
2047,使,使,使,使
2048,世,世,世,世
2049,事,事,事,事
2050,是,是,是,是
2051,市,市,市,市
2052,示,示,示,示
2053,式,式,式,式
2054,室,室,室,室
2055,手,手,手,手
2056,首,首,首,首
2057,受,受,受,受
2058,书,書,书,書
2059,术,術,术,術
2060,数,數,数,数
2061,树,樹,树,樹
2062,双,雙,双,双
2063,水,水,水,水
2064,说,說,说,説
2065,思,思,思,思
2066,司,司,司,司
2067,四,四,四,四
2068,送,送,送,送
2069,诉,訴,诉,訴
2070,速,速,速,速
2071,岁,歲,岁,歳
2072,他,他,他,他
2073,它,它,它,它
2074,太,太,太,太
2075,提,提,提,提
2076,体,體,体,体
2077,天,天,天,天
2078,条,條,条,条
2079,听,聽,听,聴
2080,通,通,通,通
2081,同,同,同,同
2082,头,頭,头,頭
2083,土,土,土,土
2084,外,外,外,外
2085,完,完,完,完
2086,万,萬,万,万
2087,王,王,王,王
2088,网,網,网,網
2089,为,為,为,為
2090,位,位,位,位
2091,文,文,文,文
2092,我,我,我,我
2093,无,無,无,無
2094,五,五,五,五
2095,西,西,西,西
2096,习,習,习,習
2097,系,系統,系,系
2098,下,下,下,下
2099,先,先,先,先
2100,现,現,现,現
2101,相,相,相,相
2102,想,想,想,想
2103,向,向,向,向
2104,象,象,象,象
2105,小,小,小,小
2106,校,校,校,校
2107,些,些,些,些
2108,写,寫,写,写
2109,谢,謝,谢,謝
2110,心,心,心,心
2111,新,新,新,新
2112,信,信,信,信
2113,兴,興,兴,興
2114,星,星,星,星
2115,行,行,行,行
2116,形,形,形,形
2117,性,性,性,性
2118,休,休,休,休
2119,须,須,须,須
2120,学,學,学,学
2121,言,言,言,言
2122,研,研,研,研
2123,阳,陽,阳,陽
2124,样,樣,样,様
2125,要,要,要,要
2126,也,也,也,也
2127,业,業,业,業
2128,页,頁,页,頁
2129,一,一,一,一
2130,医,醫,医,医
2131,已,已,已,已
2132,以,以,以,以
2133,意,意,意,意
2134,义,義,义,義
2135,因,因,因,因
2136,阴,陰,阴,陰
2137,应,應,应,応
2138,用,用,用,用
2139,由,由,由,由
2140,有,有,有,有
2141,又,又,又,又
2142,于,於,于,於
2143,鱼,魚,鱼,魚
2144,雨,雨,雨,雨
2145,语,語,语,語
2146,元,元,元,元
2147,远,遠,远,遠
2148,院,院,院,院
2149,月,月,月,月
2150,云,雲,云,雲
2151,运,運,运,運
2152,再,再,再,再
2153,在,在,在,在
2154,早,早,早,早
2155,怎,怎,怎,怎
2156,增,增,增,増
2157,展,展,展,展
2158,站,站,站,站
2159,张,張,张,張
2160,长,長,长,長
2161,找,找,找,找
2162,这,這,这,這
2163,真,真,真,真
2164,正,正,正,正
2165,知,知,知,知
2166,之,之,之,之
2167,只,只,只,只
2168,指,指,指,指
2169,至,至,至,至
2170,志,志,志,志
2171,中,中,中,中
2172,种,種,种,種
2173,重,重,重,重
2174,主,主,主,主
2175,住,住,住,住
2176,子,子,子,子
2177,自,自,自,自
2178,字,字,字,字
2179,走,走,走,走
2180,组,組,组,組
2181,最,最,最,最
2182,作,作,作,作
2183,左,左,左,左
2184,右,右,右,右
2185,本,本,本,本
2186,表,表,表,表
2187,标,標,标,標
2188,步,步,步,歩
2189,部,部,部,部
2190,才,才,才,才
2191,彩,彩,彩,彩
2192,菜,菜,菜,菜
2193,参,參,参,参
2194,草,草,草,草
2195,层,層,层,層
2196,察,察,察,察
2197,差,差,差,差
2198,常,常,常,常
2199,场,場,场,場
2200,唱,唱,唱,唱
2201,朝,朝,朝,朝
2202,陈,陳,陈,陳
2203,称,稱,称,称
2204,城,城,城,城
2205,程,程,程,程
2206,吃,吃,吃,吃
2207,持,持,持,持
2208,充,充,充,充
2209,初,初,初,初
2210,除,除,除,除
2211,楚,楚,楚,楚
2212,处,處,处,処
2213,川,川,川,川
2214,船,船,船,船
2215,窗,窗,窗,窓
2216,春,春,春,春
2217,词,詞,词,詞
2218,次,次,次,次
2219,从,從,从,従
2220,村,村,村,村
2221,存,存,存,存
2222,错,錯,错,錯
2223,答,答,答,答
2224,打,打,打,打
2225,大,大,大,大
2226,代,代,代,代
2227,带,帶,带,帯
2228,单,單,单,単
2229,但,但,但,但
2230,当,當,当,当
2231,党,黨,党,党
2232,道,道,道,道
2233,德,德,德,徳
2234,等,等,等,等
2235,低,低,低,低
2236,敌,敵,敌,敵
2237,底,底,底,底
2238,地,地,地,地
2239,第,第,第,第
2240,点,點,点,点
2241,电,電,电,電
2242,调,調,调,調
2243,定,定,定,定
2244,东,東,东,東
2245,冬,冬,冬,冬
2246,动,動,动,動
2247,都,都,都,都
2248,读,讀,读,読
2249,度,度,度,度
2250,段,段,段,段
2251,对,對,对,対
2252,多,多,多,多
2253,而,而,而,而
2254,儿,兒,儿,児
2255,尔,爾,尔,爾
2256,二,二,二,二
2257,发,發,发,発
2258,法,法,法,法
2259,反,反,反,反
2260,方,方,方,方
2261,放,放,放,放
2262,飞,飛,飞,飛
2263,非,非,非,非
2264,分,分,分,分
2265,份,份,份,份
2266,风,風,风,風
2267,夫,夫,夫,夫
2268,服,服,服,服
2269,福,福,福,福
2270,府,府,府,府
2271,父,父,父,父
2272,付,付,付,付
2273,妇,婦,妇,婦
2274,复,復,复,復
2275,该,該,该,該
2276,改,改,改,改
2277,干,乾,干,干
2278,感,感,感,感
2279,刚,剛,刚,剛
2280,高,高,高,高
2281,告,告,告,告
2282,哥,哥,哥,哥
2283,歌,歌,歌,歌
2284,革,革,革,革
2285,格,格,格,格
2286,个,個,个,個
2287,各,各,各,各
2288,给,給,给,給
2289,根,根,根,根
2290,跟,跟,跟,跟
2291,更,更,更,更
2292,工,工,工,工
2293,公,公,公,公
2294,功,功,功,功
2295,共,共,共,共
2296,够,夠,够,够
2297,姑,姑,姑,姑
2298,古,古,古,古
2299,故,故,故,故
2300,顾,顧,顾,顧
2301,关,關,关,関
2302,观,觀,观,観
2303,官,官,官,官
2304,管,管,管,管
2305,光,光,光,光
2306,广,廣,广,広
2307,规,規,规,規
2308,国,國,国,国
2309,果,果,果,果
2310,过,過,过,過
2311,海,海,海,海
2312,害,害,害,害
2313,好,好,好,好
2314,号,號,号,号
2315,河,河,河,河
2316,和,和,和,和
2317,合,合,合,合
2318,何,何,何,何
2319,黑,黑,黑,黒
2320,很,很,很,很
2321,红,紅,红,紅
2322,后,後,后,後
2323,候,候,候,候
2324,花,花,花,花
2325,华,華,华,華
2326,画,畫,画,画
2327,划,劃,划,劃
2328,化,化,化,化
2329,话,話,话,話
2330,还,還,还,還
2331,回,回,回,回
2332,会,會,会,会
2333,活,活,活,活
2334,火,火,火,火
2335,机,機,机,機
2336,基,基,基,基
2337,及,及,及,及
2338,级,級,级,級
2339,极,極,极,極
2340,几,幾,几,幾
2341,己,己,己,己
2342,记,記,记,記
2343,计,計,计,計
2344,家,家,家,家
2345,加,加,加,加
2346,间,間,间,間
2347,件,件,件,件
2348,见,見,见,見
2349,建,建,建,建
2350,将,將,将,将
2351,江,江,江,江
2352,教,教,教,教
2353,交,交,交,交
2354,角,角,角,角
2355,叫,叫,叫,叫
2356,节,節,节,節
2357,结,結,结,結
2358,解,解,解,解
2359,界,界,界,界
2360,今,今,今,今
2361,金,金,金,金
2362,紧,緊,紧,緊
2363,进,進,进,進
2364,近,近,近,近
2365,京,京,京,京
2366,经,經,经,経
2367,精,精,精,精
2368,九,九,九,九
2369,就,就,就,就
2370,旧,舊,旧,旧
2371,军,軍,军,軍
2372,开,開,开,開
2373,看,看,看,看
2374,科,科,科,科
2375,可,可,可,可
2376,客,客,客,客
2377,课,課,课,課
2378,空,空,空,空
2379,口,口,口,口
2380,苦,苦,苦,苦
2381,快,快,快,快
2382,拉,拉,拉,拉
2383,来,來,来,来
2384,老,老,老,老
2385,乐,樂,乐,楽
2386,了,了,了,了
2387,类,類,类,類
2388,里,裏,里,裏
2389,力,力,力,力
2390,立,立,立,立
2391,利,利,利,利
2392,例,例,例,例
2393,联,聯,联,聯
2394,连,連,连,連
2395,两,兩,两,両
2396,量,量,量,量
2397,林,林,林,林
2398,领,領,领,領
2399,令,令,令,令
2400,流,流,流,流
2401,六,六,六,六
2402,龙,龍,龙,竜
2403,路,路,路,路
2404,论,論,论,論
2405,妈,媽,妈,媽
2406,马,馬,马,馬
2407,吗,嗎,吗,嗎
2408,买,買,买,買
2409,满,滿,满,満
2410,么,麼,么,麼
2411,没,沒,没,没
2412,每,每,每,每
2413,门,門,门,門
2414,们,們,们,們
2415,米,米,米,米
2416,面,面,面,面
2417,民,民,民,民
2418,名,名,名,名
2419,明,明,明,明
2420,目,目,目,目
2421,那,那,那,那
2422,难,難,难,難
2423,你,你,你,你
2424,年,年,年,年
2425,念,念,念,念
2426,牛,牛,牛,牛
2427,农,農,农,農
2428,女,女,女,女
2429,跑,跑,跑,跑
2430,朋,朋,朋,朋
2431,皮,皮,皮,皮
2432,片,片,片,片
2433,品,品,品,品
2434,平,平,平,平
2435,七,七,七,七
2436,期,期,期,期
2437,起,起,起,起
2438,气,氣,气,気
2439,千,千,千,千
2440,前,前,前,前
2441,钱,錢,钱,銭
2442,强,強,强,強
2443,且,且,且,且
2444,亲,親,亲,親
2445,青,青,青,青
2446,清,清,清,清
2447,情,情,情,情
2448,秋,秋,秋,秋
2449,去,去,去,去
2450,全,全,全,全
2451,然,然,然,然
2452,让,讓,让,譲
2453,人,人,人,人
2454,任,任,任,任
2455,日,日,日,日
2456,容,容,容,容
2457,如,如,如,如
2458,三,三,三,三
2459,色,色,色,色
2460,山,山,山,山
2461,上,上,上,上
2462,少,少,少,少
2463,社,社,社,社
2464,设,設,设,設
2465,身,身,身,身
2466,什,什,什,什
2467,生,生,生,生
2468,师,師,师,師
2469,十,十,十,十
2470,时,時,时,時
2471,识,識,识,識
2472,实,實,实,実
2473,食,食,食,食
2474,史,史,史,史
2475,使,使,使,使
2476,世,世,世,世
2477,事,事,事,事
2478,是,是,是,是
2479,市,市,市,市
2480,示,示,示,示
2481,式,式,式,式
2482,室,室,室,室
2483,手,手,手,手
2484,首,首,首,首
2485,受,受,受,受
2486,书,書,书,書
2487,术,術,术,術
2488,数,數,数,数
2489,树,樹,树,樹
2490,双,雙,双,双
2491,水,水,水,水
2492,说,說,说,説
2493,思,思,思,思
2494,司,司,司,司
2495,四,四,四,四
